"He aided the Doukhobors in migrating to Canada .","aid","[u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'helped', u'', u'']","[u'tending', u'attention', u'help', u'assistance', u'assist', u'economic_aid', u'care', u'financial_aid']","['N']","[u'help to ', u""lend one's aid"", u'humor ', u'help ', u'befriend ', u'aidance', u'subvention ', u'assist', u'help', u'succor', u'second ', u'promote ', u'nurture ']","['N']"
"Gorgoneia that decorate the shields of warriors on mid-5th century Greek vases are considerably less grotesque and menacing .","menace","[u'scary', u'scary', u'threatening', u'scary', u'scary', u'scary', u'threatening', u'frightening', u'scary', u'frightening', u'threatening', u'scary', u'scary', u'mean looking', u'threatening', u'scary looking', u'scary', u'scary', u'threatening', u'scary', u'mean', u'threatening', u'scary', u'frightening', u'scary', u'scary', u'scary', u'scary', u'scary', u'scary', u'mean', u'scary', u'scary ', u'scary', u'dangerous', u'scary', u'scary', u'scary', u'scary', u'scary', u'threatening', u'scary', u'frightening', u'scary', u'threatening', u'scary', u'mean', u'intimidating', u'alarming', u'troublesome', u'', u'']","[u'jeopardise', u'peril', u'jeopardize', u'imperil', u'threat', u'endanger', u'threaten']","['N']","[u'threat']","['N']"
"""Then , on August 15 , 1971 , United States President Richard Nixon announced that the United States dollar would no longer be convertible to gold , effectively ending the Bretton Woods system .""","convertible","[u'changeable', u'changed', u'adjustable', u'changeable', u'changeable', u'changeable', u'swappable', u'transferrable', u'exchangeable', u'transferable', u'transferrable ', u'connected', u'changed over to', u'changeable', u'changeable ', u'changeable', u'changeable ', u'able to be changed', u'changed', u'changeable', u'changeable', u'exchangeable ', u'exchangeable ', u'changeable', u'changable', u'change', u'exchangeable', u'changable', u'changed', u'exchanged', u'changed', u'changed', u'exchangeable ', u'changeable', u'changeable', u'changed', u'adjustable', u'transferrable ', u'exchanged', u'switchable ', u'changeable  ', u'able to be changed', u'changed', u'changed', u'swappable', u'changeable', u'changeable', u'changed', u'changeable', u'equivalent ', u'', u'']","[u'transmutable', u'transformable', u'convertible_security', u'translatable', u'exchangeable', u'sofa_bed']","['Y']","[u'much at one', u'resolvable into', u'neither more nor less', u'as broad as long']","['N']"
"GrÌ_nberg and Fert have received a number of prestigious prizes and awards for their discovery and contributions to the field of spintronics including the 2007 Nobel Prize in Physics .","receive","[u'gotten', u'gotten', u'accepted', u'won', u'earned', u'been given', u'gotten', u'been given', u'gotten', u'been given', u'gotten', u'won', u'gotten', u'taken', u'gotten', u'accepted', u'accepted', u'got', u'got', u'gotten', u'gotten', u'collected', u'won', u'gotten', u'earned', u'gotten', u'won', u'gotten', u'gotten', u'gotten', u'gotten', u'gotten', u'gotten', u'earned', u'been given', u'been given', u'gotten', u'accepted', u'been given', u'accepted', u'been given', u'earned', u'gotten', u'gotten', u'gotten', u'earned', u'got', u'won', u'gotten', u'won', u'', u'']","[u'pick_up', u'invite', u'get', u'welcome', u'obtain', u'experience', u'incur', u'take_in', u'have', u'meet', u'find', u'encounter']","['N']","[u'do the honors', u'consent', u'accept', u'give entrance to ', u'bring in', u'usher', u'throw in', u'accede', u'concur', u'breathe in', u'lend oneself to', u'open the door to', u'comprehend', u'imbibe', u'reciprocate', u'import', u'coincide', u'include', u'accord', u'bid welcome', u'absorb', u'inhale', u'hail', u'receive with open arms', u'ingest', u'go with', u'greet', u'assume', u'admit', u'contain', u'embrace', u'comprise']","['N']"
"""Arche belongs to the Carme group , made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165 .""","irregular","[u'strange', u'different', u'different', u'uneven', u'odd', u'strange', u'unusual', u'uneven', u'odd', u'strange', u'different', u'strange', u'unusual', u'different', u'odd', u'odd', u'unusual', u'deformed', u'odd', u'unusual', u'uneven', u'odd', u'unusual', u'changeable', u'strange', u'abnormal', u'random', u'unusual', u'unusual', u'different', u'unusual', u'different', u'odd', u'uneven', u'random', u'unusual', u'strange', u'unusual ', u'unusual ', u'strange', u'different', u'odd', u'uneven', u'unusual', u'odd ', u'odd', u'unusual', u'different', u'strange', u'quirky', u'', u'']","[u'insurgent', u'guerilla', u'temporary', u'unorthodox', u'guerrilla', u'atypical', u'unpredictable', u'second', u'maverick']","['N']","[u'epicene', u'diversified varied', u'awry', u'fitful', u'uneven', u'crooked', u'unpunctual', u'partisan', u'rough ', u'wry', u'flickering', u'asymmetric', u'out of shape', u'indiscriminate', u'fitful ', u'guerilla', u'uncertain', u'askew', u'straightness', u'capricious', u'condottiere', u'desultory', u'arbitrary', u'unsymmetric']","['Y']"
"""Helen Hunt has been recognized extensively in her career . In 1998 she become the second actress to win a Golden Globe Award , an Academy Award and an Emmy Award in the same year .""","career","[u'job', u'job', u'job', u'job', u'line of work', u'job', u'work', u'work', u'job', u'job', u'job', u'profession', u'job', u'field', u'work', u'job', u'life', u'life', u'job', u'job', u'life', u'job', u'work', u'life', u'work', u'work', u'job', u'job', u'job', u'job', u'work', u'profession', u'life', u'life', u'job', u'honored', u'work', u'profession', u'job', u'job', u'job', u'employment', u'field', u'occupation', u'job', u'job', u'work', u'job', u'profession', u'profession', u'job', u'']","[u'life_history', u'vocation', u'calling']","['N']","[u'life', u'campaign', u'record', u'walk', u'course', u'race', u'treatment', u'manipulation', u'execution']","['Y']"
"The Convent has been the official residence of the Governor of Gibraltar since 1728 .","residence","[u'home', u'home', u'home', u'dwelling', u'home', u'home', u'home', u'home', u'people', u'home', u'home', u'house', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'dwelling', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'home', u'house', u'house', u'home', u'home', u'home', u'home', u'home', u'house', u'home', u'house', u'abode', u'house', u'home', u'home', u'owner', u'home', u'']","[u'abode', u'manse', u'abidance', u'residency', u'mansion', u'hall', u'mansion_house']","['Y']","[u'dwelling', u'lodging', u'quarters', u'local habitation', u'habitation', u'ark', u'tabernacle', u'apartment', u'diggings', u'housing', u'domicile', u'pad', u'abode', u'throne', u'resiance', u'digs', u'address', u'seat', u'lap', u""where one's lot is cast"", u'berth', u'headquarters', u'sojourn', u'place']","['Y']"
"CrissÌ© is a commune in the Sarthe department in the Pays de la Loire region in north-western France .","region","[u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'section', u'area', u'area', u'area', u'area', u'area', u'section', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'area', u'section', u'area', u'area', u'area', u'area', u'area', u'section', u'area', u'area', u'section', u'area', u'area', u'area', u'', u'']","[u'realm', u'part', u'neighborhood', u'area']","['Y']","[u'field', u'realm', u'county ', u'district', u'area', u'beat', u'soil', u'contents ', u'sphere', u'hemisphere', u'circuit', u'circle', u'quarter', u'orb', u'parish ', u'ground']","['Y']"
"The annual mean temperature is 25 C ; regional mean temperatures range from 18 C in the heart of the Cordillera Central to as high as 27 C in arid regions .","annual","[u'yearly', u'usual', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u""year's"", u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'yearly', u'', u'']","[u'yearly', u'one-year', u'yearbook']","['Y']","[u'yearly', u'journal', u'magazine', u'periodical', u'serial', u'ephemeris']","['Y']"
"""Cholera , sometimes known as Asiatic or epidemic cholera , is an infectious gastroenteritis caused by enterotoxin-producing strains of the bacterium Vibrio cholerae .""","strain","[u'variations', u'groups', u'types', u'chunks', u'types', u'parts', u'lines', u'parts', u'lines', u'forms', u'strands', u'a family', u'parts', u'classes', u'types', u'versions', u'groups', u'types', u'types', u'versions', u'strings', u'types', u'kinds', u'kinds', u'pieces', u'types', u'pressures', u'types', u'types', u'types', u'differences', u'types', u'types', u'types', u'groups', u'types', u'types', u'kinds', u'type', u'types', u'strings', u'families', u'problems', u'types', u'variations', u'styles', u'types', u'types', u'kinds', u'lines', u'', u'']","[u'breed', u'deform', u'filter_out', u'straining', u'tenor', u'melody', u'line', u'filter', u'separate_out', u'sieve', u'extend', u'nisus', u'filtrate', u'pains', u'mental_strain', u'stock', u'form', u'melodic_phrase', u'reach', u'variant', u'distort', u'melodic_line', u'sift', u'tense', u'tense_up', u'song', u'var.', u'striving', u'tune', u'strive', u'stress', u'air', u'try', u'nervous_strain', u'puree']","['N']","[u'exertion', u'cramp', u'agency', u'force', u'office', u'measure', u'tax', u'meter', u'strain over a point', u'cachexia', u'manner', u'crambo', u'shog', u'operation', u'work', u'quicken', u'spell', u'coloring', u'working', u'perform', u'support', u'take effect', u'rhyme', u'verse', u'sustain', u'maintenance', u'strike', u'hyperbole', u'assonance', u'spirt', u'exercise', u'function', u'play', u'noise', u'distill', u'magnify', u'invalidation', u'asthenia', u'delicacy', u'reduce', u'decrepitude', u'rhythm', u'task', u'struggle', u'blunt the edge of', u'foot', u'effort', u'throw', u'tune', u'tug', u'sound', u'pull', u'stress', u'drain', u'shock', u'adynamy', u'air', u'cachexy', u'maintain', u'swing', u'stretch', u'spurt', u'prolation', u'utterance', u'sprain', u'numbers']","['N']"
"Toshiba was founded by the merging of two companies in 1939 .","merge","[u'joining', u'combining', u'combining', u'combining', u'joining', u'merger', u'combining', u'joining', u'combining', u'combining', u'coming together', u'joining', u'joining', u'combining', u'combining', u'combining', u'uniting', u'union', u'blending', u'joining', u'combining', u'combining', u'joining', u'combining', u'combining', u'combining', u'joining', u'joining', u'joining', u'combining', u'mixing', u'combining', u'joining', u'meeting', u'combining', u'joining', u'joining', u'fusing', u'joining', u'combining', u'joining', u'combining ', u'combining', u'melding', u'combining', u'blending', u'joining', u'joining', u'joining', u'joining', u'', u'']","[u'unify', u'conflate', u'mix', u'immix', u'coalesce', u'unite', u'commingle', u'fuse', u'combine', u'flux', u'blend', u'meld']","['N']","[u'consolidate', u'incorporate', u'impregnate', u'immerse', u'centralize', u'coalesce', u'absorb', u'melt into one', u'unite', u'amalgamate', u'fuse', u'combine', u'immerge', u'embody', u'reembody', u'coincide', u'blend']","['N']"
"Other females within the social group may assist in the birthing process and tend to the newborns .","newborns","[u'babies', u'baby', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'infants', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'infants', u'babies', u'new born babies.', u'babies', u'babies', u'infants', u'babies', u'babies', u'new babies', u'babies', u'babies', u'new babies', u'new babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'babies', u'', u'']","[u'newborn', u'newborn_baby', u'newborn_infant', u'neonate']","['N']","[]","['N']"
"Roadrunner Records is a record label that concentrates primarily on heavy metal bands .","concentrate","[u'meditates', u'focuses', u'focuses', u'focuses', u'focuses', u'works', u'focuses', u'focuses', u'focuses', u'intensified', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'thinks', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focusses', u'focuses', u'focuses', u'mostly uses heavy metal bands', u'focuses', u'focuses', u""puts it's attention"", u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focus', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'focuses', u'', u'']","[u'centralize', u'center', u'centre', u'dressed_ore', u'reduce', u'pore', u'focus', u'contract', u'condense', u'decoct', u'centralise', u'boil_down', u'rivet', u'digest']","['Y']","[u'dry', u'centralize', u'group', u'evaporate', u'render central', u'unite', u'conglomerate', u'aggroup', u'freeze- dry', u'lyophilize', u'congregate', u'gather together', u'bring into a focus']","['N']"
"The books were later adapted into a television series and a feature film .","adapt","[u'made', u'made', u'turned', u'made', u'made', u'changed', u'changed', u'made', u'made', u'made', u'turned', u'made', u'made', u'turned', u'made', u'turned', u'made', u'turned', u'made', u'turned', u'made', u'made', u'changed', u'converted', u'made', u'made ', u'turned', u'made', u'remade', u'turned', u'turned', u'made', u'changed', u'changed', u'turned', u'formed', u'worked', u'changed ', u'made', u'mad', u'made', u'converted', u'changed', u'converted', u'fit', u'changed', u'made', u'made', u'changed', u'turned', u'', u'']","[u'accommodate', u'conform', u'adjust']","['N']","[u'accommodate', u'fit', u'suit']","['Y']"
"""In 2003 , Dushku appeared in Wrong Turn , a horror film in which she had the starring role , and The Kiss , an independent comedy-drama .""","appear","[u'showed up', u'looked', u'was', u'was seen', u'starred', u'acted', u'played', u'was', u'played', u'was', u'acted', u'showed up ', u'acted', u'showed', u'showed up', u'starred', u'came', u'was', u'acted', u'acted', u'was', u'starred', u'showed up', u'acted ', u'showed up', u'show up', u'was', u'was', u'was', u'showed up', u'acted', u'was in', u'was', u'was in', u'acted', u'showed up', u'was', u'showed up', u'was', u'showed up', u'played', u'showed up', u'starred ', u'arose', u'was', u'was', u'acted', u'was', u'played', u'acted', u'', u'']","[u'come_along', u'seem', u'come_out', u'look']","['N']","[u'materialize', u'come forth', u""make one's appearance "", u'spring forth', u'cast up', u'spring up', u'show its face', u'pop up', u'arise', u'come forth ', u'open to the view', u'crop up', u'turn up', u'show up']","['Y']"
